filename,width,height,class,xmin,ymin,xmax,ymax
9012.jpg,640,480,robot,519,45,630,451
1565608593108140364.jpg,640,480,robot,261,36,391,375
1565608662344931120.jpg,640,480,robot,156,0,262,366
9557.jpg,640,480,robot,326,3,532,324
sequences_euro_ball_robot_1_a_00034.png,800,600,robot,331,131,377,199
1565608596607272849.jpg,640,480,robot,212,26,349,367
1565609210240135678.jpg,640,480,robot,236,151,327,431
4536.jpg,640,480,robot,202,61,381,431
1565609270183967110.jpg,640,480,robot,412,20,471,214
1565608349843436052.jpg,640,480,robot,173,40,303,424
1565609107255277927.jpg,640,480,robot,291,0,392,350
7649.jpg,640,480,robot,448,34,640,446
1565608675877639628.jpg,640,480,robot,6,8,118,370
1565609115171412136.jpg,640,480,robot,305,0,402,378
1565609299892399596.jpg,640,480,robot,168,0,258,271
sequences_euro_ball_robot_1_c_00053.png,800,600,robot,446,72,533,238
4275.jpg,640,480,robot,489,27,634,401
4846.jpg,640,480,robot,471,63,595,403
1565608347407525051.jpg,640,480,robot,206,15,334,416
1565609232539805448.jpg,640,480,robot,177,7,568,468
1565608470643801664.jpg,640,480,robot,4,30,172,402
1565608623812699407.jpg,640,480,robot,449,24,563,396
8187.jpg,640,480,robot,415,6,578,319
1064.jpg,640,480,robot,173,128,497,474
sequences_euro_ball_robot_1_c_00045.png,800,600,robot,428,84,516,242
4821.jpg,640,480,robot,417,70,540,420
1565609193176321297.jpg,640,480,robot,384,68,467,308
3382.jpg,640,480,robot,238,60,406,370
1565609290015655363.jpg,640,480,robot,188,101,276,392
frame0616.png,640,360,robot,516,112,568,198
1937.jpg,640,480,robot,232,82,434,477
7824.jpg,640,480,robot,523,16,638,334
1565608493175972564.jpg,640,480,robot,424,69,557,401
1565608542075855559.jpg,640,480,robot,79,39,228,371
0787.jpg,640,480,robot,277,16,475,410
2684.jpg,640,480,robot,384,112,494,423
1565608466343294029.jpg,640,480,robot,121,33,279,394
1565608678277517213.jpg,640,480,robot,104,12,223,379
4485.jpg,640,480,robot,194,66,390,426
0588.jpg,640,480,robot,513,0,630,325
frame0751.png,640,360,robot,44,53,74,100
1565609097295665683.jpg,640,480,robot,308,0,393,363
frame0730.png,640,360,robot,293,75,318,122
8978.jpg,640,480,robot,542,43,631,374
1565608759145575614.jpg,640,480,robot,64,5,190,375
1565609234411983428.jpg,640,480,robot,268,0,565,373
0450.jpg,640,480,robot,373,80,536,465
1565608685710976147.jpg,640,480,robot,388,5,493,388
frame0698.png,640,360,robot,69,99,99,143
6642.jpg,640,480,robot,288,79,490,421
frame0063.png,640,360,robot,79,97,110,153
1565608685044006242.jpg,640,480,robot,398,0,496,376
1565608546039339758.jpg,640,480,robot,1,0,122,406
0284.jpg,640,480,robot,226,93,429,464
1945.jpg,640,480,robot,246,78,439,467
1565609261203986238.jpg,640,480,robot,200,41,299,231
sequences_euro_ball_robot_1_b_00331.png,800,600,robot,254,232,340,367
1565608542743407634.jpg,640,480,robot,48,34,208,379
1565608660144304974.jpg,640,480,robot,206,0,307,399
1565609205408043289.jpg,640,480,robot,372,119,485,348
1565608483976057177.jpg,640,480,robot,19,36,199,401
1565609160340020141.jpg,640,480,robot,355,111,441,305
7244.jpg,640,480,robot,379,88,515,407
1565608751744379175.jpg,640,480,robot,290,6,420,397
frame0110.png,640,360,robot,157,113,186,168
1076.jpg,640,480,robot,127,41,492,443
1565608364875906683.jpg,640,480,robot,4,7,88,454
6607.jpg,640,480,robot,394,84,576,469
1565609208375891277.jpg,640,480,robot,280,90,382,338
1565608387108761800.jpg,640,480,robot,568,0,634,432
1565609173608092343.jpg,640,480,robot,527,104,615,294
frame0778.png,640,360,robot,30,48,60,95
8210.jpg,640,480,robot,474,22,623,339
6477.jpg,640,480,robot,439,93,611,450
1565609290648012764.jpg,640,480,robot,209,103,307,386
5386.jpg,640,480,robot,327,61,492,414
1565609221676102755.jpg,640,480,robot,314,177,502,474
sequences_euro_ball_robot_1_b_00255.png,800,600,robot,174,210,236,345
1565608692244307941.jpg,640,480,robot,582,41,635,422
sequences_euro_ball_robot_1_c_00019.png,800,600,robot,429,178,532,333
1565609140107818862.jpg,640,480,robot,455,190,551,393
1565609301132161970.jpg,640,480,robot,128,82,228,391
1565609158910824375.jpg,640,480,robot,238,76,330,269
6249.jpg,640,480,robot,435,89,566,376
1565608470043711902.jpg,640,480,robot,9,26,175,404
0584.jpg,640,480,robot,494,7,631,338
6404.jpg,640,480,robot,467,59,571,365
2335.jpg,640,480,robot,470,40,598,314
1565609176740943436.jpg,640,480,robot,305,116,377,302
1565609120796014204.jpg,640,480,robot,304,0,396,345
1565608540544007939.jpg,640,480,robot,104,36,249,384
1565608783177685055.jpg,640,480,robot,586,14,637,410
4799.jpg,640,480,robot,363,106,527,429
5506.jpg,640,480,robot,451,84,625,416
1565609288647864018.jpg,640,480,robot,183,51,272,353
1565609170775852051.jpg,640,480,robot,536,68,613,254
1565609279067871172.jpg,640,480,robot,210,55,310,295
7912.jpg,640,480,robot,558,3,640,351
4231.jpg,640,480,robot,349,2,477,347
1009.jpg,640,480,robot,415,48,632,441
frame0680.png,640,360,robot,20,59,50,122
2023.jpg,640,480,robot,206,67,357,412
1565609229571392690.jpg,640,480,robot,74,50,468,480
1758.jpg,640,480,robot,598,94,640,296
0517.jpg,640,480,robot,466,51,638,438
1565608597378294963.jpg,640,480,robot,183,38,328,362
4496.jpg,640,480,robot,221,53,380,436
5635.jpg,640,480,robot,370,61,640,432
8251.jpg,640,480,robot,521,0,639,336
1342.jpg,640,480,robot,14,123,143,325
5334.jpg,640,480,robot,294,80,460,397
0116.jpg,640,480,robot,345,95,546,470
1565609287528261499.jpg,640,480,robot,191,0,276,305
1565609199540021897.jpg,640,480,robot,166,81,253,307
1565608362107877865.jpg,640,480,robot,11,50,141,410
1565608660610519876.jpg,640,480,robot,192,0,293,378
frame0155.png,640,360,robot,171,110,200,165
2850.jpg,640,480,robot,100,130,250,473
frame0097.png,640,360,robot,228,141,254,180
4857.jpg,640,480,robot,463,37,599,394
1565608490675944843.jpg,640,480,robot,376,63,529,392
9101.jpg,640,480,robot,265,36,511,447
1061.jpg,640,480,robot,153,45,504,438
3877.jpg,640,480,robot,365,76,501,436
2356.jpg,640,480,robot,481,14,611,287
0114.jpg,640,480,robot,345,96,545,470
5069.jpg,640,480,robot,391,89,634,465
1565608467007940534.jpg,640,480,robot,103,20,277,383
0075.jpg,640,480,robot,111,71,241,345
1565609121795851564.jpg,640,480,robot,235,0,343,223
frame0580.png,640,360,robot,411,108,471,200
1565609213639984498.jpg,640,480,robot,282,81,374,355
9351.jpg,640,480,robot,379,8,546,328
8626.jpg,640,480,robot,284,57,446,435
1565609161339795449.jpg,640,480,robot,346,98,433,303
1565608489007730506.jpg,640,480,robot,287,28,441,396
1565609131419922154.jpg,640,480,robot,209,13,293,214
1565608382344262249.jpg,640,480,robot,541,25,635,447
8205.jpg,640,480,robot,474,28,626,334
0197.jpg,640,480,robot,357,96,526,480
1565608618510451957.jpg,640,480,robot,227,38,370,364
1565609267447330835.jpg,640,480,robot,199,80,320,281
1565609149739771275.jpg,640,480,robot,204,72,295,265
1565608542240543101.jpg,640,480,robot,78,28,229,377
1565609117795758766.jpg,640,480,robot,311,0,401,363
sequences_euro_ball_robot_1_b_00330.png,800,600,robot,254,232,340,367
frame0640.png,640,360,robot,296,92,323,151
1565608693177436252.jpg,640,480,robot,590,6,636,390
3764.jpg,640,480,robot,244,28,412,400
1565609257539756255.jpg,640,480,robot,168,62,269,290
1565609177175853576.jpg,640,480,robot,255,121,325,301
1565609297547944482.jpg,640,480,robot,166,45,259,347
3863.jpg,640,480,robot,348,92,498,458
3598.jpg,640,480,robot,394,55,600,434
1565609165339479472.jpg,640,480,robot,344,84,432,265
1565608613344096129.jpg,640,480,robot,36,28,196,363
1565608365075788839.jpg,640,480,robot,4,15,87,446
1565608379943830691.jpg,640,480,robot,326,26,466,400
1565608772045041580.jpg,640,480,robot,173,39,309,341
1955.jpg,640,480,robot,309,108,496,466
3555.jpg,640,480,robot,155,101,370,472
4189.jpg,640,480,robot,528,152,637,413
sequences_euro_ball_robot_1_c_00049.png,800,600,robot,110,59,177,213
1565608559775830233.jpg,640,480,robot,199,26,341,353
1128.jpg,640,480,robot,18,122,294,478
frame0522.png,640,360,robot,142,56,201,169
8178.jpg,640,480,robot,394,0,538,341
1565609240827996640.jpg,640,480,robot,76,20,337,480
frame0573.png,640,360,robot,0,34,27,102
1565608468876213049.jpg,640,480,robot,18,18,206,404
1565608344408463370.jpg,640,480,robot,239,41,373,429
sequences_euro_ball_robot_1_a_00064.png,800,600,robot,592,314,718,382
sequences_euro_ball_robot_1_b_00323.png,800,600,robot,238,234,330,369
1565609116047420884.jpg,640,480,robot,297,0,374,359
4656.jpg,640,480,robot,138,64,331,421
1565608667076898931.jpg,640,480,robot,14,0,131,363
8288.jpg,640,480,robot,509,55,634,406
8701.jpg,640,480,robot,200,47,379,435
sequences_euro_ball_robot_1_b_00293.png,800,600,robot,350,236,425,371
1565609123919982777.jpg,640,480,robot,153,2,236,231
1565609192840016334.jpg,640,480,robot,383,96,462,334
5254.jpg,640,480,robot,216,31,356,430
9569.jpg,640,480,robot,331,13,510,301
9161.jpg,640,480,robot,120,0,263,285
1565608621810927818.jpg,640,480,robot,397,19,508,409
2617.jpg,640,480,robot,294,194,402,480
4853.jpg,640,480,robot,463,64,582,404
6377.jpg,640,480,robot,447,53,547,346
1565608465007901940.jpg,640,480,robot,138,26,313,396
6704.jpg,640,480,robot,362,68,516,430
0436.jpg,640,480,robot,0,132,215,480
1565609179608210278.jpg,640,480,robot,366,123,455,308
9023.jpg,640,480,robot,482,38,639,445
6764.jpg,640,480,robot,362,78,515,430
1920.jpg,640,480,robot,313,74,510,473
7272.jpg,640,480,robot,387,88,524,404
0389.jpg,640,480,robot,507,42,635,303
7782.jpg,640,480,robot,517,35,639,351
1565609204575816689.jpg,640,480,robot,388,65,490,359
1424.jpg,640,480,robot,157,30,260,284
6952.jpg,640,480,robot,320,84,484,465
3088.jpg,640,480,robot,222,46,352,413
1565608340808190391.jpg,640,480,robot,239,39,372,431
7214.jpg,640,480,robot,366,88,497,405
1565609249040022065.jpg,640,480,robot,323,0,514,306
1565609135212029455.jpg,640,480,robot,459,28,548,243
9057.jpg,640,480,robot,419,82,639,475
1565609257164016734.jpg,640,480,robot,176,56,277,296
0372.jpg,640,480,robot,213,73,386,428
frame0527.png,640,360,robot,520,75,622,333
5783.jpg,640,480,robot,237,90,434,469
5206.jpg,640,480,robot,328,60,517,428
8193.jpg,640,480,robot,450,2,596,346
1565609101671917362.jpg,640,480,robot,302,0,397,359
2641.jpg,640,480,robot,294,192,402,480
2865.jpg,640,480,robot,114,117,261,463
frame0587.png,640,360,robot,348,101,387,155
1565609119295333715.jpg,640,480,robot,307,0,397,374
1565608345076937533.jpg,640,480,robot,239,40,373,430
1735.jpg,640,480,robot,425,45,529,299
4355.jpg,640,480,robot,214,64,419,434
4275.jpg,640,480,robot,489,0,640,364
1565609161407913710.jpg,640,480,robot,346,98,432,303
1565608674745282512.jpg,640,480,robot,3,14,54,397
1565609298083851293.jpg,640,480,robot,165,16,250,334
frame0514.png,640,360,robot,333,80,356,138
frame0241.png,640,360,robot,520,74,549,131
frame0674.png,640,360,robot,74,79,104,123
1565608658444399883.jpg,640,480,robot,279,5,375,373
1226.jpg,640,480,robot,196,58,263,220
frame0540.png,640,360,robot,259,89,297,170
9050.jpg,640,480,robot,439,63,632,480
sequences_euro_ball_robot_1_c_00016.png,800,600,robot,107,173,170,318
1565609297415781577.jpg,640,480,robot,173,43,260,348
5763.jpg,640,480,robot,239,87,432,471
1565608340843314098.jpg,640,480,robot,240,38,373,432
1565608602476121864.jpg,640,480,robot,19,2,156,356
2679.jpg,640,480,robot,372,159,483,457
1565609238327962126.jpg,640,480,robot,79,79,456,480
2792.jpg,640,480,robot,163,83,360,466
1565608344607299790.jpg,640,480,robot,239,36,372,432
0201.jpg,640,480,robot,184,92,332,346
3674.jpg,640,480,robot,275,67,437,412
2374.jpg,640,480,robot,512,2,640,351
frame0405.png,640,360,robot,454,94,498,204
sequences_euro_ball_robot_1_c_00022.png,800,600,robot,111,147,178,296
1565608491907755717.jpg,640,480,robot,401,61,542,401
1565609218907745338.jpg,640,480,robot,303,42,524,480
1481.jpg,640,480,robot,500,103,614,402
7757.jpg,640,480,robot,477,39,634,382
3859.jpg,640,480,robot,335,68,490,440
sequences_euro_ball_robot_1_a_00060.png,800,600,robot,609,169,683,292
8263.jpg,640,480,robot,511,3,632,348
4530.jpg,640,480,robot,194,46,388,437
7243.jpg,640,480,robot,377,87,515,409
1565609199075832032.jpg,640,480,robot,121,113,218,344
6539.jpg,640,480,robot,472,80,628,430
1565609252163325847.jpg,640,480,robot,188,3,383,480
1565609245455293237.jpg,640,480,robot,313,10,515,480
8406.jpg,640,480,robot,110,8,318,413
1565609259704492121.jpg,640,480,robot,164,73,239,291
1565609280567854367.jpg,640,480,robot,197,65,300,362
1565609095277493152.jpg,640,480,robot,298,0,399,355
frame0458.png,640,360,robot,277,92,319,186
2873.jpg,640,480,robot,105,102,253,447
0866.jpg,640,480,robot,9,78,318,478
1565609257455889151.jpg,640,480,robot,172,60,277,291
1487.jpg,640,480,robot,97,119,272,464
0661.jpg,640,480,robot,250,20,461,394
0016.jpg,640,480,robot,110,70,241,347
1565609283500014427.jpg,640,480,robot,208,42,296,346
5636.jpg,640,480,robot,357,85,640,470
1565609101712119341.jpg,640,480,robot,302,0,396,356
frame0591.png,640,360,robot,318,93,338,149
1565609216975906483.jpg,640,480,robot,493,73,640,480
1565609275267867556.jpg,640,480,robot,434,94,497,295
1565609102839906588.jpg,640,480,robot,293,0,389,363
1565609268583993333.jpg,640,480,robot,302,83,365,267
1024.jpg,640,480,robot,337,76,619,477
1565609292083471827.jpg,640,480,robot,240,0,326,283
frame0737.png,640,360,robot,270,72,305,132
1565609280532025287.jpg,640,480,robot,186,76,295,354
1565608388075949830.jpg,640,480,robot,570,0,634,432
3671.jpg,640,480,robot,308,62,459,422
1565609160008097108.jpg,640,480,robot,353,101,447,295
8220.jpg,640,480,robot,493,18,630,340
frame0710.png,640,360,robot,253,78,283,141
7179.jpg,640,480,robot,380,86,501,408
1565608344807893861.jpg,640,480,robot,239,40,372,429
frame0700.png,640,360,robot,57,86,87,130
1565609288987829306.jpg,640,480,robot,183,98,275,388
1565608690144225177.jpg,640,480,robot,510,13,628,372
frame0256.png,640,360,robot,172,79,201,134
1565609159675982109.jpg,640,480,robot,296,95,386,281
1565608494475785733.jpg,640,480,robot,507,0,626,426
0805.jpg,640,480,robot,234,100,412,452
7070.jpg,640,480,robot,290,48,457,447
frame0657.png,640,360,robot,74,80,107,129
1565609270447567736.jpg,640,480,robot,409,0,468,179
9146.jpg,640,480,robot,125,6,276,327
2523.jpg,640,480,robot,327,196,431,474
1190.jpg,640,480,robot,151,62,295,332
1565608598343790778.jpg,640,480,robot,160,26,295,363
1565609108419774482.jpg,640,480,robot,312,0,400,349
2406.jpg,640,480,robot,322,162,432,421
0005.jpg,640,480,robot,345,94,546,470
1565608341475334277.jpg,640,480,robot,239,39,372,430
sequences_euro_ball_robot_1_c_00016.png,800,600,robot,421,196,524,351
5356.jpg,640,480,robot,355,32,518,389
0413.jpg,640,480,robot,406,45,523,339
8447.jpg,640,480,robot,269,32,437,388
4340.jpg,640,480,robot,276,61,463,435
5464.jpg,640,480,robot,297,104,453,435
5829.jpg,640,480,robot,236,87,434,466
7524.jpg,640,480,robot,188,23,427,389
1565609130920020687.jpg,640,480,robot,162,14,249,216
1565609274000571150.jpg,640,480,robot,224,88,289,264
1565608459311820386.jpg,640,480,robot,249,20,411,402
7732.jpg,640,480,robot,440,54,631,422
1565608492710463382.jpg,640,480,robot,410,42,553,393
5012.jpg,640,480,robot,416,90,623,467
1565609181839911595.jpg,640,480,robot,365,124,458,310
1565609092910804630.jpg,640,480,robot,303,0,393,353
1565608612577827282.jpg,640,480,robot,17,25,156,369
4325.jpg,640,480,robot,340,74,540,480
7011.jpg,640,480,robot,148,79,303,462
0269.jpg,640,480,robot,187,91,385,462
frame0499.png,640,360,robot,125,71,152,114
1565608626910940173.jpg,640,480,robot,513,8,625,396
1565608361475919138.jpg,640,480,robot,11,49,142,411
0100.jpg,640,480,robot,345,95,546,470
1565608561943912892.jpg,640,480,robot,362,6,475,412
1039.jpg,640,480,robot,229,42,611,439
1565608681544329677.jpg,640,480,robot,237,0,347,396
1565608783244462317.jpg,640,480,robot,585,11,639,411
1565608468207418010.jpg,640,480,robot,52,20,236,405
1565609231827975386.jpg,640,480,robot,173,26,558,441
0203.jpg,640,480,robot,195,83,335,331
1565608387076046645.jpg,640,480,robot,568,0,635,432
1565608616844343325.jpg,640,480,robot,186,46,321,363
1565608339079148984.jpg,640,480,robot,238,39,372,430
1565609141311758613.jpg,640,480,robot,478,184,579,389
1565609269684257624.jpg,640,480,robot,370,22,428,213
sequences_euro_ball_robot_1_b_00226.png,800,600,robot,212,100,277,234
1565609197975915685.jpg,640,480,robot,93,185,199,427
1565608365576014390.jpg,640,480,robot,4,17,81,444
2330.jpg,640,480,robot,462,9,587,279
0430.jpg,640,480,robot,485,69,637,405
4754.jpg,640,480,robot,320,72,535,426
1565609177976196384.jpg,640,480,robot,273,131,345,297
1565609142075712691.jpg,640,480,robot,341,191,437,385
7804.jpg,640,480,robot,522,16,638,334
1040.jpg,640,480,robot,225,53,606,432
1565609134212084698.jpg,640,480,robot,491,31,582,239
8917.jpg,640,480,robot,450,6,600,349
1565609097712093162.jpg,640,480,robot,336,0,395,339
frame0200.png,640,360,robot,582,66,640,176
6362.jpg,640,480,robot,445,80,556,375
7809.jpg,640,480,robot,522,17,637,335
frame0650.png,640,360,robot,505,112,555,198
5053.jpg,640,480,robot,412,92,625,466
0351.jpg,640,480,robot,413,39,532,276
8695.jpg,640,480,robot,189,43,386,385
1565608780377409217.jpg,640,480,robot,470,21,579,402
1565608778977614273.jpg,640,480,robot,419,20,536,377
1565608555807820900.jpg,640,480,robot,0,30,139,363
1565609111255965536.jpg,640,480,robot,306,0,403,371
6927.jpg,640,480,robot,370,59,536,422
9065.jpg,640,480,robot,392,74,616,476
1565609223747996399.jpg,640,480,robot,304,0,519,167
9072.jpg,640,480,robot,359,34,567,462
0372.jpg,640,480,robot,412,35,529,283
1565609275067935193.jpg,640,480,robot,438,90,494,288
6630.jpg,640,480,robot,281,95,485,453
1565609179739953631.jpg,640,480,robot,366,125,457,309
8770.jpg,640,480,robot,397,0,533,346
1565608547307437450.jpg,640,480,robot,13,0,90,399
frame0528.png,640,360,robot,107,84,133,130
0108.jpg,640,480,robot,110,73,242,344
1565608755211079077.jpg,640,480,robot,190,0,310,403
frame0507.png,640,360,robot,224,65,269,160
frame0711.png,640,360,robot,285,83,310,130
frame0487.png,640,360,robot,336,84,363,142
1565609298448296177.jpg,640,480,robot,165,18,244,327
1565608566508491546.jpg,640,480,robot,584,0,635,414
1565609217275809688.jpg,640,480,robot,493,70,640,480
8759.jpg,640,480,robot,397,0,534,343
1607.jpg,640,480,robot,219,66,346,335
7324.jpg,640,480,robot,368,54,504,371
1565609138376761901.jpg,640,480,robot,323,191,422,370
1565608489640075439.jpg,640,480,robot,312,54,460,411
7894.jpg,640,480,robot,522,18,636,333
1565609111755340418.jpg,640,480,robot,311,0,408,361
0239.jpg,640,480,robot,272,104,461,459
frame0609.png,640,360,robot,509,117,552,198
5740.jpg,640,480,robot,246,68,485,480
1565608460439922598.jpg,640,480,robot,244,20,409,404
1565609130419306112.jpg,640,480,robot,153,11,237,219
1565609247827278083.jpg,640,480,robot,333,0,524,266
1565608596307866482.jpg,640,480,robot,216,28,351,377
1565609276932016868.jpg,640,480,robot,414,88,504,278
9091.jpg,640,480,robot,283,48,518,449
5791.jpg,640,480,robot,236,86,433,468
5821.jpg,640,480,robot,236,86,434,468
1565608783951871095.jpg,640,480,robot,583,0,637,400
6171.jpg,640,480,robot,452,88,552,379
1565608676677410235.jpg,640,480,robot,60,14,179,370
1565608560175882587.jpg,640,480,robot,246,10,352,417
1565609277631537979.jpg,640,480,robot,359,76,470,271
1565609160776064487.jpg,640,480,robot,346,116,433,306
1565608595543873061.jpg,640,480,robot,253,33,384,371
1565608674944074330.jpg,640,480,robot,3,7,54,393
9109.jpg,640,480,robot,237,25,469,402
1565609275332362108.jpg,640,480,robot,434,87,497,298
1565608615411540777.jpg,640,480,robot,115,49,262,381
2514.jpg,640,480,robot,320,209,427,466
frame0507.png,640,360,robot,329,80,352,138
1565609095244190855.jpg,640,480,robot,291,0,393,350
1565609173975393006.jpg,640,480,robot,528,101,614,296
9188.jpg,640,480,robot,264,4,385,245
1565609212639947992.jpg,640,480,robot,96,129,190,445
1565608341144016431.jpg,640,480,robot,239,40,372,429
1565608663810735557.jpg,640,480,robot,106,14,222,369
8343.jpg,640,480,robot,344,36,561,448
1565609220408237612.jpg,640,480,robot,315,33,534,439
1565608593639989975.jpg,640,480,robot,261,37,391,374
1565609179775972576.jpg,640,480,robot,366,126,457,307
0253.jpg,640,480,robot,255,95,441,462
6922.jpg,640,480,robot,379,63,542,424
1565609094411062094.jpg,640,480,robot,292,2,390,347
frame0069.png,640,360,robot,201,129,227,168
frame0496.png,640,360,robot,333,86,360,144
1565609292616245191.jpg,640,480,robot,239,0,323,289
4522.jpg,640,480,robot,202,61,380,431
0435.jpg,640,480,robot,0,132,215,480
9558.jpg,640,480,robot,320,7,532,321
3905.jpg,640,480,robot,370,84,504,407
1565608681744307507.jpg,640,480,robot,248,0,351,367
0895.jpg,640,480,robot,310,52,590,480
1858.jpg,640,480,robot,399,30,554,368
5158.jpg,640,480,robot,345,94,578,459
1891.jpg,640,480,robot,331,0,544,338
1565609156775549987.jpg,640,480,robot,69,113,173,314
frame0273.png,640,360,robot,596,76,637,160
2494.jpg,640,480,robot,321,208,428,467
1565608688577480445.jpg,640,480,robot,482,8,598,398
1565609093677522044.jpg,640,480,robot,304,0,392,353
1565609126964968939.jpg,640,480,robot,152,10,238,224
9198.jpg,640,480,robot,241,17,364,244
1565609163975800931.jpg,640,480,robot,345,100,431,301
1565609261620058114.jpg,640,480,robot,286,45,389,237
5408.jpg,640,480,robot,293,69,446,436
frame0302.png,640,360,robot,404,91,430,146
2565.jpg,640,480,robot,292,190,404,480
0565.jpg,640,480,robot,136,29,420,451
1324.jpg,640,480,robot,140,29,214,183
1565609242371931839.jpg,640,480,robot,220,0,432,480
1565609212540173594.jpg,640,480,robot,92,159,190,460
1565609156607934484.jpg,640,480,robot,78,120,186,314
frame0272.png,640,360,robot,351,94,375,134
1565609280699950736.jpg,640,480,robot,194,85,307,344
1565608769610762099.jpg,640,480,robot,56,0,190,399
4527.jpg,640,480,robot,201,59,379,431
1565608613844171515.jpg,640,480,robot,42,9,197,354
1565609206440000117.jpg,640,480,robot,295,100,383,395
1565609174307932650.jpg,640,480,robot,529,102,614,293
8816.jpg,640,480,robot,395,7,531,340
1565609205707810018.jpg,640,480,robot,355,100,449,400
1565608557682395599.jpg,640,480,robot,73,60,231,396
1565608468175937687.jpg,640,480,robot,62,36,240,390
8149.jpg,640,480,robot,283,18,424,375
0036.jpg,640,480,robot,346,94,545,470
1565609238663342823.jpg,640,480,robot,76,67,492,480
1565608660783597486.jpg,640,480,robot,182,0,283,399
1565608556839991070.jpg,640,480,robot,30,20,193,363
1565609196075878346.jpg,640,480,robot,188,94,279,329
1565609194039900439.jpg,640,480,robot,385,33,475,271
1478.jpg,640,480,robot,502,129,617,410
frame0155.png,640,360,robot,479,106,517,181
frame0504.png,640,360,robot,230,64,274,159
1565609197807786165.jpg,640,480,robot,104,194,209,418
1398.jpg,640,480,robot,315,91,392,265
sequences_euro_ball_robot_1_c_00048.png,800,600,robot,108,59,175,213
1565609133255913199.jpg,640,480,robot,438,7,529,209
0867.jpg,640,480,robot,35,93,344,460
0561.jpg,640,480,robot,88,36,394,449
1565609198739865393.jpg,640,480,robot,101,154,203,383
1565609093911966813.jpg,640,480,robot,299,6,399,346
2812.jpg,640,480,robot,132,55,297,442
0559.jpg,640,480,robot,79,47,397,439
1565609293684056054.jpg,640,480,robot,307,81,397,367
1565608778244104251.jpg,640,480,robot,390,26,506,399
1565609129631913992.jpg,640,480,robot,152,10,237,226
0236.jpg,640,480,robot,265,110,453,461
sequences_euro_ball_robot_1_b_00324.png,800,600,robot,1,224,13,368
1431.jpg,640,480,robot,363,63,465,263
1565608481943821066.jpg,640,480,robot,4,11,77,455
2977.jpg,640,480,robot,233,39,365,421
2347.jpg,640,480,robot,461,25,631,304
frame0168.png,640,360,robot,270,115,296,154
1565609301500266248.jpg,640,480,robot,10,73,108,392
0126.jpg,640,480,robot,110,73,242,344
2734.jpg,640,480,robot,237,100,383,427
frame0377.png,640,360,robot,443,94,487,205
7655.jpg,640,480,robot,447,33,640,447
1565608770944321789.jpg,640,480,robot,94,0,219,391
2588.jpg,640,480,robot,294,193,403,480
frame0709.png,640,360,robot,475,93,522,176
1565609301100019969.jpg,640,480,robot,137,84,238,390
1565609288816954236.jpg,640,480,robot,186,75,272,388
0885.jpg,640,480,robot,280,14,581,459
1565609275831858520.jpg,640,480,robot,433,95,495,287
1565608488440248418.jpg,640,480,robot,243,42,403,429
4755.jpg,640,480,robot,315,63,527,376
1565608602242522569.jpg,640,480,robot,21,40,157,382
1565608613945494491.jpg,640,480,robot,33,2,188,352
0557.jpg,640,480,robot,66,39,393,446
7653.jpg,640,480,robot,447,33,640,447
frame0068.png,640,360,robot,112,126,144,182
1565609152639905941.jpg,640,480,robot,428,16,528,216
frame0642.png,640,360,robot,296,91,323,150
1565609163807848889.jpg,640,480,robot,347,99,433,300
3219.jpg,640,480,robot,244,78,411,428
1565608556676117229.jpg,640,480,robot,29,24,192,372
1565608675777460545.jpg,640,480,robot,3,17,107,364
1527.jpg,640,480,robot,422,75,569,360
1565609147507929984.jpg,640,480,robot,209,51,300,260
frame0074.png,640,360,robot,414,109,454,181
8182.jpg,640,480,robot,401,8,553,332
8240.jpg,640,480,robot,527,0,637,321
1565608564343914763.jpg,640,480,robot,474,16,592,409
1565608668977647555.jpg,640,480,robot,0,0,95,364
frame0274.png,640,360,robot,269,83,298,138
4979.jpg,640,480,robot,399,63,620,437
8453.jpg,640,480,robot,252,22,421,387
9207.jpg,640,480,robot,252,4,371,244
3163.jpg,640,480,robot,57,63,211,431
1565609150608388318.jpg,640,480,robot,222,12,313,217
1565608773611688892.jpg,640,480,robot,265,32,408,347
1565608657045011635.jpg,640,480,robot,289,0,396,381
1565608661410801329.jpg,640,480,robot,169,5,275,378
1565608627310970358.jpg,640,480,robot,533,0,633,396
1565608383375887862.jpg,640,480,robot,519,22,639,443
0390.jpg,640,480,robot,247,100,409,456
1565609299216304193.jpg,640,480,robot,167,13,255,319
1565609245703460345.jpg,640,480,robot,314,10,520,480
frame0508.png,640,360,robot,52,44,107,163
0611.jpg,640,480,robot,359,29,599,456
6934.jpg,640,480,robot,367,43,531,394
frame0781.png,640,360,robot,381,71,437,179
1565609284267961780.jpg,640,480,robot,161,79,254,375
frame0593.png,640,360,robot,352,113,385,165
3606.jpg,640,480,robot,371,67,567,437
6425.jpg,640,480,robot,577,68,636,399
6426.jpg,640,480,robot,578,66,636,400
1565608473743749641.jpg,640,480,robot,3,0,77,434
1565608610777130922.jpg,640,480,robot,0,0,66,398
frame0489.png,640,360,robot,337,84,364,142
1565609182908068193.jpg,640,480,robot,266,127,363,304
1565608614211087910.jpg,640,480,robot,40,33,191,372
1565609295847979365.jpg,640,480,robot,144,74,244,360
1565608596076011075.jpg,640,480,robot,232,37,369,373
7616.jpg,640,480,robot,444,22,636,456
